ID,Date,DBA,Address,Latitude,Longitude,FacilityType,InspType,Risk,Results,Violations
2363192,03/03/2020,HONKY TONK BARBEQUE,1800 S RACINE AVE,41.85788239331137,-87.65657385684578,Restaurant,Complaint,Risk 1 (High),Pass,NA
2365352,03/05/2020,JIMMYS BEST MIXED GRILL,200 W 103RD ST,41.707210358472786,-87.62835881151437,Restaurant,Short Form Complaint,Risk 1 (High),Fail,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN WORKING THERMOMETERS INSIDE THE PREP COOLERS IN THE FRONT. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED 20 MICE DROPPINGS ON THE FLOOR UNDER CRATES WHERE CONTAINERS OF FLOUR ARE STORED ACROSS FROM THE OFFICE. NOTED 15 MICE DROPPINGS ON THE BOTTOM SHELF AT THE FRONT SERVICE COUNTER, ALSO NOTED 10 MICE DROPPINGS ON THE EQUIPMENT STORAGE SHELF BY SERVICE COUNTER. INSTRUCTED MANAGER TO REMOVE DROPPINGS AND DETAIL CLEAN AFFECTED AREAS. PRIORITY FOUNDATION CITATION ISSUED #7-38-020(A). | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: INSTRUCTED MANAGER TO PROVIDE PROPER ELEVATION 6' OFF THE FLOOR AND AWAY FROM THE WALL TO PREVENT FURTHER PEST ISSUES. POP CRATES ARE NOT ACCEPTABLE. MUST EASILY BE ABLE TO CLEAN AND MONITOR UNDERNEATH. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: MUST CLEAN THE INTERIOR OR THE WALK IN COOLER SHELVING AND INSIDE THE FRONT PREP COOLERS TO REMOVE SPILLS AND DEBRIS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED A FEW DAMAGED CEILING TILES AND ALSO DIRTY ONES. MUST REPLACE AND NEEDED AND CLEAN OTHERS. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: INSTRUCTED MANAGER TO COMPLY WITH THE IDPH FOOD HANDLER REQUIREMENTS OR CITATIONS WILL FOLLOW. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: INSTRUCTED MANAGER TO COMPLY WITH THE ALLERGEN TRAINING REQUIRMENTS FOR ALL CITY CERTIFIED MANAGERS OR CITATIONS WILL FOLLOW."
2365353,03/05/2020,HOPSMITH TAVERN,15 W DIVISION ST,41.90382087918895,-87.62932852980815,Restaurant,Canvass,Risk 1 (High),No Entry,NA
2363155,03/03/2020,PARADISE GROCERY INC.,8101 S COTTAGE GROVE AVE,41.747538448447344,-87.6049857308018,Grocery Store,Complaint Re-Inspection,Risk 2 (Medium),Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-602.11(A; B:1-4,6,7; C; D) NOTED BEEF STEAKS STORED IN THE 6-DOOR DELI DISPLAY COOLER PACKAGED ON SITE WITHOUT ANY LABELS. INSTRUCTED TO PROPERLY LABEL ALL PACKAGED FOOD ITEMS WITH COMMON FOOD NAME, NET WEIGHT, BUSINESS NAME AND ADDRESS WHERE MADE AND PACKAGED. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: 3-304.14 OBSERVED WET WIPING CLOTH HANGING ON SURFACE AREAS THROUGHOUT THE PREP AREAS. MUST PROPERLY STORE WIPING CLOTHS IN A SANITIZING SOLUTION BETWEEN USE.	 | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-101.19 OBSERVED MILK CRATES BEING USED AS SHELVING THROUGHOUT THE PREP AND STORAGE AREAS. MUST REMOVE AND PROVIDE SHELVING THAT IS 6' OFF THE FLOOR AND PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING.	 | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO COVERED RECEPTACLE IN UNISEX EMPLOYEE WASHROOMS. INSTRUCTED TO PROVIDE COVERED WASTE RECEPTACLE."
2363167,03/03/2020,THAI PASTRY RESTAURANT,4925 N BROADWAY,41.97221355699091,-87.6596091001073,Restaurant,Canvass,Risk 1 (High),Out of Business,NA
2363163,03/03/2020,MOTI CAFE,70 W HURON ST,41.89494810890984,-87.63086594706665,Restaurant,Canvass,Risk 2 (Medium),Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED MANGO LASSI SMOOTHIES BEING SOLD FROM A GRAB AND GO COOLER WITH NO NUTRITIONAL AND BUSINESS INFORMATION. INSTRUCTED TO LABEL WITH ALL NECESSARY INFORMATION.  | 40. PERSONAL CLEANLINESS - Comments: OBSERVED 3 EMPLOYEES NOT WEARING HAIR RESTRAINTS AND ONE MALE EMPLOYEE NOT WEARING A BEARD GUARD. INSTRUCTED TO HAVE ALL EMPLOYEES WEAR PROPER HAIR RESTRAINTS.  | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED A CUTTING BOARD IN REAR PREP AREA COVERED IN DEEP GROOVES AND DARK STAINS. INSTRUCTED TO REPAIR OR REPLACE AND MAINTAIN SMOOTH, CLEANABLE CUTTING SURFACES.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED A BUILD UP OF DIRT AND DUST ON EXTERIOR OF ICE MACHINE. INSTRUCTED TO MAINTAIN CLEAN EQUIPMENT.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LOOSE FAUCET AT EXPOSED HAND WASH SINK LOCATED IN REAR PREP AREA. INSTRUCTED TO REPAIR AND MAINTAIN IN GOOD WORKING ORDER."
2365218,03/04/2020,MORRILL,6011 S Rockwell (2600W) AVE,NA,NA,School,Canvass,Risk 1 (High),Pass,56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: LIGHT OUT IN FOOD STAFF TOILET ROOM. INSTD TO PROVIDE ADEQUATE LIGHTING.
2365318,03/05/2020,AMARIT RESTAURANT,600 S DEARBORN ST,41.87448116568133,-87.62935653990546,Restaurant,Complaint,Risk 1 (High),Pass,"51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK AT THE FAUCET NECK OF THE TWO COMP SINK IN THE KITCHEN; REPAIR LEAK AT FAUCET NECK. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN THE FLOOR UNDER THE WOK STATION IN THE KITCHEN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO ORGANIZE AND MAINTAIN EMPLOYEE WASHROOM WHICH IS ALSO WHERE THE UTILITY SINK IS LOCATED.  REMOVE ITEMS STORED INSIDE OF THE UTILITY SINK."
2365213,03/04/2020,CAFE NILLY,60 E ADAMS ST,41.879645907113094,-87.6254853513935,Restaurant,Canvass,Risk 1 (High),Fail,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: FOUND PROCEDURE FOR RESPONDING TO VOMIT AND DIARRHEA. FOUND SANITIZER ON SITE. FOUND NO DISPOSABLE GLOVES OR MASK ON SITE. INSTRUCTED MANAGER TO PROVIDE. PRIORITY FOUNDATION VIOLATION. 7-38-005. NO CITATION ISSUED.  | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: FOUND HANDWASHING SINK LOCATED IN FRONT FOOD PREPARATION AREA FILLED WITH SOILED DISHES. A HANDWASHING SINK MAY NOT BE USED FOR PURPOSES OTHER THAN HANDWASHING. INSTRUCTED MANAGER TO REMOVE SAID DISHES. PRIORITY FOUNDATION VIOLATION. 7-38-030(C).  CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: FOUND NO HANDWASHING CLEANSER AT HANDWASHING SINK LOCATED IN REAR FOOD PREPARATION AREA. ALL HANDWASHING SINKS MUST BE EQUIPPED WITH HAND CLEANING LIQUID AT ALL TIMES. INSTRUCTED MANAGER TO PROVIDE. PRIORITY FOUNDATION VIOLATION. 7-38-030-(C). CITATION CONSOLIDATED WITH ABOVE VIOLATION. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: FOUND NO HAND DRYING PROVISION AT HANDWASHING SINK LOCATED IN FRONT FOOD PREPARATION AREA, AND REAR FOOD PREPARATION AREA. ALL HANDWASHING SINKS MUST BE EQUIPPED WITH A HAND DRYING PROVISION AT ALL TIMES. INSTRUCTED MANAGER TO PROVIDE. PRIORITY FOUNDATION VIOLATION. 7-38-030(C). CITATION CONSOLIDATED WITH ABOVE VIOLATION.  | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED TIME/TEMPERATURE CONTROL FOR SAFETY FOODS (EGGS, MILK, OPENED ALMOND MILK) AT IMPROPER COLD HOLDING TEMPERATURES  RANGING FROM 68F- 48F, LOCATED IN REACH IN COOLER. INSTRUCTED TO DISCARD AND DENATURE ALL SAID TCS FOODS AND ALWAYS MAINTAIN ALL COLD HOLDING TCS FOODS AT 41F OR BELOW AT ALL TIMES. MANAGER DISCARDED ALL SAID TCS FOODS, COST OF ALL FOODS $30 AT 10 LBS . PRIORITY VIOLATION. 7-38-005. CITATION ISSUED.  | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED SUNNY SIDE UP EGGS ON MENU, ALSO FOUND EGGS COOKED TO ORDER. INSTRUCTED FACILITY TO PROVIDE FOOTNOTE DISCLOSURE, DISCLOSURE AND REMINDER FOR MENU ITEMS THAT CAN BE ORDERED UNDER COOKED. PRIORITY FOUNDATION.7-38-005. NO CITATION ISSUED. | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: OBSERVED REACH IN COOLER AT AN IMPROPER COLD HOLDING TEMPERATURE OF 50F AT TIME OF INSPECTION. INSTRUCTED TO DISCARD ALL TIME/TEMPERATURE CONTROL FOR SAFETY FOODS AND NOT USE REACH IN COOLER. COOLER MUST MAINTAIN A PROPER COLD HOLDING TEMPERATURE OF 41F OR BELOW AT ALL TIMES. REACH IN COOLER TAGGED AND HELD FOR INSPECTION BY THE CHICAGO DEPARTMENT OF PUBLIC HEALTH AND MAY NOT BE USED UNTIL THE WALK IN COOLER IS RE-INSPECTED BY CDPH AND MAINTAINING A PROPER COLD HOLDING TEMPERATURE FOR 41F OR BELOW. PRIORITY VIOLATION. 7-38-005. CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: FOUND NO FOOD TEMPERATURE MEASURING DEVICE ON SITE AT TIME OF INSPECTION. FOOD TEMPERATURE MEASURING DEVICES SHALL BE PROVIDED AND READILY ACCESSIBLE FOR USE IN ENSURING ATTAINMENT AND MAINTENANCE OF FOOD TEMPERATURES. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION VIOLATION. 7-38-005. CITATION ISSUED.  | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND RESTROOM USED AS STORAGE AREA. FOUND NO LIGHT IN SAID AREA. INSTRUCTED TO PROVIDE. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: FOUND NO PROOF OF ALLERGEN TRAINING ON SITE. INSTRUCTED MANAGER TO PROVIDE ALLERGEN TRAINING FOR ALL CITY OF CHICAGO FOOD SERVICE MANAGERS.  | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: FOUND THE FOLLOWING PREVIOUS CORE VIOLATION NOT CORRECTED BY CORRECT BY DATE FROM INSPECTION REPORT #2252832:   2-402.11 OBSERVED FOOD HANDLERS PREPPING FOOD WITHOUT HAIR RESTRAINTS. INSTRUCTED FOOD MANAGER THAT ALL FOOD HANDLERS MUST WEAR A HAIR RESTRAINT.  INSTRUCTED TO COMPLY. PRIORITY FOUNDATION VIOLATION. 7-42-090. CITATION ISSUED."
2365416,03/06/2020,Zia's Trattoria,6695-6699 N NORTHWEST HWY,42.002741862843784,-87.81586895792563,Restaurant,Canvass,Risk 1 (High),Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED RESTROOMS WITH NO COVERED GARBAGE RECEPTACLES.INSTRUCTED MANAGEMENT TO PROVIDE COVERED GARBAGE RECEPTACLES IN RESTROOMS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOOR AND WALLS IN BASEMENT NOT FINISHED SO AS TO BE SMOOTH AND EASILY CLEANABLE.INSTRUCTED MANAGEMENT TO PROPERLY FINISH FLOORS AND WALLS TO BE EASILY CLEANABLE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED VENTILATION HOOD AND FILTERS AT HOT LINE GREASY.INSTRUCTED MANAGEMENT TO CLEAN AND MAINTAIN HOOD AND FILTERS."
2365387,03/06/2020,"ALDEN VILLAGE NORTH, INC.",7464 N SHERIDAN RD,42.018075189137434,-87.66583921816785,Long Term Care,Canvass,Risk 1 (High),Fail,"1. PERSON IN CHARGE PRESENT, DEMONSTRATES KNOWLEDGE, AND PERFORMS DUTIES - Comments: NO PERSON IN CHARGE PRESENT AT THE TIME OF INSPECTION. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED. - | 2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: NOTED CITY OF CHICAGO FOOD SERVICE CERTIFICATE POSTED OR NO CERTIFIED FOOD MANAGER OR PROOF OF ON DUTY WHILE TCS FOODS (RICE, CHICKEN SOUPS ETC.) WERE BEING PREPARED AND SERVED. INSTRUCTED MANAGEMENT THAT A CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES TCS FOODS ARE PREPARED AND SERVED AND ALSO THE PERSON IN CHARGE MUST HAVE A CITY OF CHICAGO CERTIFICATE BY NEXT INSPECTION (UPON BEING INSPECTED) PRIORITY FOUNDATION VIOLATION 7-38-012. CITATION ISSUED. | 3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: NOTED NO EMPLOYEE HEALTH POLICY ON SITE AT THE TIME OF INSPECTION FOLLOWING THE NEW CODE AND GUIDELINES. INSTRUCTED TO HAVE VERIFICATION OF POLICY FOR EACH EMPLOYEE ONE ON SITE AT ALL TIMES. PRIORITY FOUNDATION #7-38-010. NO CITATION ISSUED TODAY | 5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: MANAGEMENT UNABLE TO PROVIDE A PROCEDURE FOR CLEANING UP VOMITING AND DIARRHEA.INSTRUCTED TO HAVE ONE INCLUDING THE CHEMICALS AND SUPPLIES NEEDED. PRIORITY FOUNDATION #7-38-005. NO CITATION ISSUED  | 23. PROPER DATE MARKING AND DISPOSITION - Comments: NOTED TEMPERATURE CONTROLLED FOR SAFETY FOOD ITEMS INSIDE WALK IN COOLER AND REFRIGERATION UNITS NOT PROPERLY LABELED. INSTRUCTED TO PROPERLY LABEL ALL READY TO EAT FOOD ITEMS WITH PRODUCT NAME AND USED BY DATE. PRIORITY FOUNDATION #7-38-005(A). NO CITATION ISSUED TODAY. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: NOTED NO THERMOMETERS INSIDE REFRIGERATION UNIT CONSPICUOUSLY POSTED TO MONITOR THE AMBIENT TEMPERATURE OF EQUIPMENT. INSTRUCTED TO EQUIP ALL REFRIGERATION UNITS WITH ACCURATE AND WORKING THERMOMETER  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NOTED LEAKING BOTTOM PIPE AT THE 2 COMPARTMENT SINK OF THE KITCHEN PREP AREA. INSTRUCTED TO REPAIR AND MAINTAIN. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: NOTED WASTE WATER BACKING UP WITH DIRT AND DEBRIS INTO ONE OF THE 3 COMPARTMENTS SINK WHEN WATER IS RELEASED FROM THE OTHER SINKS. INSTRUCTED TO REPAIR AND MAINTAIN. PRIORITY FOUNDATION #7-38-030(C) | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: NOTED WASH ROOMS ON PREMISE WITH GARBAGE RECEPTACLES AND NO LIDS. INSTRUCTED TO PROVIDE TRASH CANS WITH LIDS AT ALL WOMEN WASH ROOMS AND UNISEX WASH ROOMS  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED DIRTY AND DUSTY CEILING FANS AT THE KITCHEN FOOD PREP AREAS. INSTRUCTED TO CLEAN AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NOTED HEAVY DIRT AND GREASE ACCUMULATION INSIDE, ON PIPES/CONDUITS AND ON EDGES OF THE EXHAUST HOOD AND FILTERS ABOVE COOKING EQUIPMENT. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN HOOD, FILTERS AND PIPES/CONDUITS."
2365362,03/06/2020,"TLAYUDAS OAXACA GRILL,INC",3652 W LAWRENCE AVE,41.968435554702644,-87.72040253869211,Restaurant,License,Risk 1 (High),Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO SIGNED EMPLOYEES HEALTH POLICY ON SITE DURING INSPECTION.MUST PROVIDE AND MAINTAIN.(PRIORITY FOUNDATION-7-38.010-NO CITATION ISSUED) | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO PROPER HAND WASHING SIGN ON EXPOSED HAND WASHING SINK AT WAITRESS STATION.A SIGN OR POSTER THAT NOTIFIES FOOD EMPLOYEES TO WASH THEIR HANDS NOT PROVIDED ON EXPOSED HAND WASHING SINKS.SIGNS SHALL BE PROVIDED AT ALL  HANDSHAKING SINKS USED BY FOOD EMPLOYEES | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED THAT AUTOMATIC HAND SOAP DISPENSER IS NOT WORKING AND NO SOAP FOR HAND WASHING IN LADY'S BATHROOM . MUST PROVIDE AND MAINTAIN. PRIORITY FOUNDATION VIOLATION #7-38-030(C) NO CITATION ISSUED | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED THAT FACILITY USES NON COMMERCIAL GRADE GREASE CONTAINER WITH OUT PROPER COVER AND NOT RODENT PROOF.MUST PROVIDE PROPER COMMERCIAL GREASE CONTAINER. PRIORITY FOUNDATION VIOLATION.7-38.020(b) NO CITATION ISSUED | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED CLUTTER OF EQUIPMENT AND OTHER UNUSED ITEMS ON  FLOORS IN BASEMENT STORAGE ROOMS.MUST ELEVATE ALL ITEMS TO ALLOW CLEANING AND REMOVE ALL UNNECESSARY ITEMS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST STORE CLEANING TOOLS AND MOPS TO DRY PROPERLY IN MOP CLOSET. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THAT BASEMENT FOOD STORAGE WALLS ARE SMOOTH AND CLEANABLE AND OBSERVED THAT REST OF BASEMENT THAT IS NOT PREDICTED FOR FOOD STORAGE DOESNT MEET REQUIREMENTS AND SHOULD BE PHYSICALLY SEPARATED WITH DOOR OR ENCLOSURE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED NO COVE BASE  INSTALLED IN FRONT FOOD PREP AREA BETWEEN  BRICK WALL AND FLOOR | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED NO FOOD HANDLER'S TRAINING CERTIFICATION FROM EMPLOYEE. INSTRUCTED THAT ALL EMPLOYEE'S MUST COMPLY WITH FOOD HANDLER'S TRAINING IN ACCORDANCE WITH THE FOOD HANDLING REGULATION ENFORCEMENT ACT. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: NOTED CERTIFIED FOOD MANAGERS ON DUTY WITH NO ALLERGEN TRAINING CERTIFICATION. INSTRUCTED MANAGEMENT THAT ALL FOOD SERVICE MANAGERS ARE REQUIRED TO HAVE THE ALLERGEN TRAINING CERTIFICATION."
2363105,03/03/2020,REEF KITCHENS,135 N KEDZIE AVE,41.88390509704504,-87.70605925083947,Mobile Food Preparer,License,Risk 2 (Medium),Pass,NA
2365227,03/04/2020,MELLOW YELLOW,1508 E 53RD ST,41.799656205200755,-87.58873571085915,Restaurant,Canvass Re-Inspection,Risk 1 (High),Pass w/ Conditions,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGNS AT HAND WASHING SINKS IN PREP AND BAR AREA. INSTRUCTED MANAGER TO PROVIDE HAND WASHING SIGNS AT ALL HAND WASHING SINKS USED BY EMPLOYEES. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments:  OBSERVED NO DISCLOSURE/REMINDER FOR CONSUMER ADVISORY ON MENU. INSTRUCTED MANAGER TO PROVIDE DISCLOSURE ON MENU. PRIORITY FOUNDATION 7-38-005 | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments:  OBSERVED FOOD ITEMS STORED ON FLOOR IN BASEMENT WALK-IN COOLER AND FREEZER. INSTRUCTED MANAGER TO ELEVATE ALL STOCK SIX INCHES FLOOR. OBSERVED NO COVER FOR ICE BIN IN BAR. ISNTRUCTED MANAGER TO PROVIDE AND MAINTAIN. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED BROKEN DOOR AND LID ON RIGHT PREP COOLER ALONG NORTH WALL IN PREP AREA. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED FOOD DEBRIS AND GREASE BUILDUP ON INTERIOR AND EXTERIOR SURFACES OF COOKING EQUIPMENT, PREP TABLES, COOLERS, FREEZERS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED FAUCET LEAKING ON HAND WASHING SINK IN BAR. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED ACCUMULATED FOOD DEBRIS AND SPILLS ON FLOOR UNDER COOKING EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, BAR, STORAGE AND BASEMENT AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments:  OBSERVED CLUTTER IN BASEMENT STORAGE AREA. INSTRUCTED MANAGER TO REMOVE ALL UNUSED EQUIPMENT AND ARTICLES IN BASEMENT TO PREVENT PEST HARBORAGE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED INADEQUATE LIGHTING IN PREP AREA AND WALK-IN COOLER. INSTRUCTED MANAGER TO REPLACE LIGHT BULBS AND PROVIDE ADEQUATE LIGHTING IN PREP AREA AND WALK-IN COOLER. | 58. ALLERGEN TRAINING AS REQUIRED - Comments:  OBSERVED NO ALLERGEN TRAINING AVAILABLE. ALL CERTIFIED MANAGERS ARE REQUIRED TO PROVIDE ALLERGEN TRAINING."
2365437,03/06/2020,DEE'S RESTAURANT INC,1114-1118 W ARMITAGE AVE,41.91817809245007,-87.65595101769136,Restaurant,Canvass,Risk 1 (High),Pass w/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: PROCEDURE/PLAN ON SITE,HOWEVER KIT NOT COMPLETE, MISSING THE CORRECTED SOLUTION.MUST MAINTAIN APPROPRIATE SUPPLIES ON SITE. NEW INFORMATION GIVEN. PRIORITY FOUNDATION VIOLATION 7-38-005. NO CITATION ISSUED | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: NO HANDWASHING SINK INSTALLED AT PREP/DISHMACHINE AREA. INSTRUCTED TO INSTALL SAID SINK WITH HOT/COLD RUNNING WATER ,ALSO PROVIDE SOAP AND PAPER TOWELS. PRIORITY FOUNDATION VIOLATION:7-38-030(C),NO CITATION ISSUED | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: BROKEN RUBBER GASKET INSIDE THE TWO DOOR REACH-IN COOLER ,REPAIR/REPLACE.SURFACE MUST BE SMOOTH, CLEANABLE AND NON-ABSORBENT SURFACE. RUSTY SHELVES INSIDE THE WALK-IN COOLER IN BASEMENT SURFACE MUST BE SMOOTH, CLEANABLE AND NON-ABSORBENT SURFACE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: BROKEN RUBBER MATS ON FLOOR IN FRONT OF COOKING EQUIPMENT,INSTRUCTED TO REPLACE | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: CAN OPENER BLADE IS DIRTY AND RUSTY. INSTRUCTED TO REPLACE | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: WOOD PIECES UNDER THE LOW TEMP DISHMACHINE USED FOR SHELF NOT SMOOTH AND CLEANABLE .SURFACE MUST BE SMOOTH CLEANABLE AND NON-ABSORBENT MATERIAL | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: NO STOPPERS  PROVIDED AT THREE COMPARTMENT SINK IN PREP AREA/KITCHEN AREA,INSTRUCTED TO PROVIDE.   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: BRICK WALLS BEHIND THE BAR,INSIDE THE WOMEN'S WASHROOM AND IN THE KITCHEN SURFACE IS NOT SMOOTH AND CLEANABLE. MUST PROVIDE A SMOOTH CLEANABLE AND NON-ABSORBENT SURFACE"
